RUN,TestCase,CASO,FIGURA,Persona,PARENTESCO,RIESGO,EDAD,Sexo,nombre,er_apellido,do_apellido,fnacimiento,RFC,ocupacion,actividad,origen_de_recursos,estado_civil,cp,calle_y_numero,pep,ZONA,Estado,Plan,DNI,consecutivo,nuevo dni 
1,2,2,,Fisica,Dependiente,,21,Hombre,ANDRES,TAVARES,TORRES,10/01/2003,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ANDTAVTOR20030110H01,13,ANDTAVTOR20030110H01
1,2,2,,Fisica,Hijo(a),,17,Mujer,ALEJANDRA,ESQUIBEL,CASILLAS,10/01/2007,,ESTUDIANTE,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ALEESQCAS20070110M01,14,ALEESQCAS20070110M01
1,2,2,,Fisica,Hijo(a),,13,Mujer,ALICIA,PHILLIPS,VENTURA,10/01/2011,,ESTUDIANTE,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ALIPHIVEN20110110M01,15,ALIPHIVEN20110110M01
1,2,2,,Fisica,Hijo(a),,9,Mujer,ALMA,FLOREZ,CORDERO,10/01/2015,,ESTUDIANTE,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ALMFLOCOR20150110M01,16,ALMFLOCOR20150110M01
1,2,2,,Fisica,Hijo(a),,5,Mujer,ANA,VENEGAS,ESCOBEDO,10/01/2019,,ESTUDIANTE,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ANAVENESC20190110M01,17,ANAVENESC20190110M01
1,2,2,,Fisica,Hijo(a),,1,Mujer,ANDREA,RAMOS,SAENZ,10/01/2023,,ESTUDIANTE,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ANDRAMSAE20230110M01,18,ANDRAMSAE20230110M01
1,3,3,Titular,Fisica,Titular,,22,Mujer,ANGELA,VIRGEN,OJEDA,10/01/2002,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ANGVIROJE20020110M01,19,ANGVIROJE20020110M01
1,3,3,,Fisica,Dependiente,,22,Hombre,ANGELO,VILLALTA,DIAZ,10/01/2002,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,ANGVILDIA20020110H01,20,ANGVILDIA20020110H01
1,4,4,Titular,Fisica,Titular,Preferente,23,Mujer,ANGELICA,ZAZUETA,SANTOYO,10/01/2001,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,PLENO,ANGZAZSAN20010110M01,21,ANGZAZSAN20010110M01
1,4,4,,Fisica,Dependiente,Preferente,23,Hombre,ANTONIO,GABRIEL,WALKER,10/01/2001,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,PLENO,ANTGABWAL20010110H01,22,ANTGABWAL20010110H01
1,5,5,Titular,Fisica,Titular,,24,Mujer,ARACELI,WASHINGTON,MATTA,10/01/2000,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,ARAWASMAT20000110M01,23,ARAWASMAT20000110M01
1,5,5,,Fisica,Dependiente,,24,Hombre,ARMANDO,CALIXTO,GAETA,10/01/2000,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,ARMCALGAE20000110H01,24,ARMCALGAE20000110H01
1,6,6,Titular,Fisica,Titular,,25,Mujer,BEATRIZ,PASTOR,PALACIO,10/01/1999,,ABOGADO,OTROS,OTROS,Soltero/a,21000,AGUA CALIENTE,N,NOE,Baja California,PLENO,BEAPASPAL19990110M01,25,BEAPASPAL19990110M01
1,6,6,,Fisica,Dependiente,,25,Hombre,ARTURO,MILLS,LEBRON,10/01/1999,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,ARTMILLEB19990110H01,26,ARTMILLEB19990110H01
1,7,7,Titular,Fisica,Titular,,26,Mujer,BIANCA,ZAPIEN,SAMANIEGO,10/01/1998,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,BIAZAPSAM19980110M01,27,BIAZAPSAM19980110M01
1,7,7,,Fisica,Dependiente,,26,Hombre,AUGUSTO,UGALDE,PAEZ,10/01/1998,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,AUGUGAPAE19980110H01,28,AUGUGAPAE19980110H01
1,7,7,,Fisica,Hijo(a),,18,Mujer,BLANCA,OLIVER,ALCANTARA,10/01/2006,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,BLAOLIALC20060110M01,29,BLAOLIALC20060110M01
1,7,7,,Fisica,Hijo(a),,14,Mujer,BRENDA,GALICIA,MERAZ,10/01/2010,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,BREGALMER20100110M01,30,BREGALMER20100110M01
1,7,7,,Fisica,Hijo(a),,10,Mujer,CAMILA,CURIEL,VALVERDE,10/01/2014,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,CAMCURVAL20140110M01,31,CAMCURVAL20140110M01
1,7,7,,Fisica,Hijo(a),,6,Mujer,CARINA,ROBLEDO,ALFONSO,10/01/2018,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,CARROBALF20180110M01,32,CARROBALF20180110M01
1,7,7,,Fisica,Hijo(a),,2,Mujer,CARLA,TREVINO,MARISCAL,10/01/2022,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,PLENO,CARTREMAR20220110M01,33,CARTREMAR20220110M01
1,8,8,Titular,Fisica,Titular,Preferente,27,Mujer,CARMEN,JACOBS,LAINEZ,10/01/1997,,ABOGADO,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,CARJACLAI19970110M01,34,CARJACLAI19970110M01
1,8,8,,Fisica,Dependiente,Preferente,27,Hombre,BARTOLOME,MALAGON,QUINTEROS,10/01/1997,,ABOGADO,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,BARMALQUI19970110H01,35,BARMALQUI19970110H01
1,9,9,Titular,Fisica,Titular,,29,Mujer,CATARINA,MILIAN,GRIMALDO,10/01/1995,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,CATMILGRI19950110M01,36,CATMILGRI19950110M01
1,9,9,,Fisica,Dependiente,,29,Hombre,BENJAMIN,MENDES,PARKER,10/01/1995,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,BENMENPAR19950110H01,37,BENMENPAR19950110H01
1,10,10,Titular,Fisica,Titular,,30,Mujer,CELINA,DEALBA,CARO,10/01/1994,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,CELDEACAR19940110M01,38,CELDEACAR19940110M01
1,10,10,,Fisica,Dependiente,,30,Hombre,BERNARDO,LAZCANO,TURNER,10/01/1994,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,BERLAZTUR19940110H01,39,BERLAZTUR19940110H01
1,11,11,Titular,Fisica,Titular,,31,Mujer,CINTIA,LOYOLA,BECERRIL,10/01/1993,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CINLOYBEC19930110M01,40,CINLOYBEC19930110M01
1,11,11,,Fisica,Dependiente,,31,Hombre,CARLOS,WATKINS,SALGUERO,10/01/1993,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CARWATSAL19930110H01,41,CARWATSAL19930110H01
1,11,11,,Fisica,Hijo(a),,19,Mujer,CONSUELA,COSME,WEBB,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CONCOSWEB20050110M01,42,CONCOSWEB20050110M01
1,11,11,,Fisica,Hijo(a),,15,Mujer,CONCEPCION,VERDUZCO,CALIXTO,10/01/2009,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CONVERCAL20090110M01,43,CONVERCAL20090110M01
1,11,11,,Fisica,Hijo(a),,11,Mujer,CRISTINA,MATEO,FREEMAN,10/01/2013,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CRIMATFRE20130110M01,44,CRIMATFRE20130110M01
1,11,11,,Fisica,Hijo(a),,7,Mujer,CRISTIANA,FIERRO,CARD,10/01/2017,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CRIFIECAR20170110M01,45,CRIFIECAR20170110M01
1,11,11,,Fisica,Hijo(a),,3,Mujer,DANIELA,DEJESUS,MASON,10/01/2021,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,DANDEJMAS20210110M01,46,DANDEJMAS20210110M01
1,12,12,Titular,Fisica,Titular,,32,Mujer,DIANA,ABURTO,AVILEZ,10/01/1992,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,DIAABUAVI19920110M01,47,DIAABUAVI19920110M01
1,12,12,,Fisica,Dependiente,,32,Hombre,CESAR,CORTINA,JORGE,10/01/1992,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,CESCORJOR19920110H01,48,CESCORJOR19920110H01
1,13,13,Titular,Fisica,Titular,,33,Mujer,DULCE,HANSON,BRACAMONTES,10/01/1991,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,DULHANBRA19910110M01,49,DULHANBRA19910110M01
1,13,13,,Fisica,Dependiente,,33,Hombre,CLAUDIO,MOSCOSO,BARGAS,10/01/1991,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,CLAMOSBAR19910110H01,50,CLAMOSBAR19910110H01
1,13,13,,Fisica,Hijo(a),,18,Hombre,CRUZ,GRAY,ZUBIA,10/01/2006,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,CRUGRAZUB20060110H01,51,CRUGRAZUB20060110H01
1,13,13,,Fisica,Hijo(a),,14,Hombre,DANIEL,BAZAN,ANZALDUA,10/01/2010,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,DANBAZANZ20100110H01,52,DANBAZANZ20100110H01
1,13,13,,Fisica,Hijo(a),,10,Hombre,DAVID,ALANIS,MENDES,10/01/2014,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,DAVALAMEN20140110H01,53,DAVALAMEN20140110H01
1,13,13,,Fisica,Hijo(a),,6,Hombre,DIEGO,ACUNA,GAXIOLA,10/01/2018,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,DIEACUGAX20180110H01,54,DIEACUGAX20180110H01
1,13,13,,Fisica,Hijo(a),,2,Hombre,EDUARDO,PACHECO,VILLAFANE,10/01/2022,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,PLENO,EDUPACVIL20220110H01,55,EDUPACVIL20220110H01
1,14,14,Titular,Fisica,Titular,,34,Mujer,ELENA,ORANTES,RICE,10/01/1990,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,ELEORARIC19900110M01,56,ELEORARIC19900110M01
1,14,14,,Fisica,Dependiente,,34,Hombre,EFRAIN,HOLLAND,PLATA,10/01/1990,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,PLENO,EFRHOLPLA19900110H01,57,EFRHOLPLA19900110H01
1,15,15,Titular,Fisica,Titular,,35,Mujer,ELIZABETH,BRENES,MANRIQUEZ,10/01/1989,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,PLENO,ELIBREMAN19890110M01,58,ELIBREMAN19890110M01
1,15,15,,Fisica,Dependiente,,35,Hombre,ELIAS,MANTILLA,RESENDEZ,10/01/1989,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,PLENO,ELIMANRES19890110H01,59,ELIMANRES19890110H01
1,16,16,Titular,Fisica,Titular,,36,Mujer,ESPERANZA,MILES,ZENDEJAS,10/01/1988,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,ESPMILZEN19880110M01,60,ESPMILZEN19880110M01
1,16,16,,Fisica,Dependiente,,36,Hombre,EMILIO,BERMEJO,LEIJA,10/01/1988,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,EMIBERLEI19880110H01,61,EMIBERLEI19880110H01
1,16,16,,Fisica,Hijo(a),,20,Mujer,ESTRELLA,MELO,DELAPAZ,10/01/2004,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,ESTMELDEL20040110M01,62,ESTMELDEL20040110M01
1,16,16,,Fisica,Hijo(a),,16,Mujer,EVA,DELAO,SANMIGUEL,10/01/2008,,ESTUDIANTE,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,EVADELSAN20080110M01,63,EVADELSAN20080110M01
1,16,16,,Fisica,Hijo(a),,12,Mujer,FELIX,BAEZA,REED,10/01/2012,,ESTUDIANTE,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,FELBAEREE20011012M01,64,FELBAEREE20120110M01
1,16,16,,Fisica,Hijo(a),,8,Mujer,FLOR,APODACA,ALBARRAN,10/01/2016,,ESTUDIANTE,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,FLOAPOALB20160110M01,65,FLOAPOALB20160110M01
1,16,16,,Fisica,Hijo(a),,4,Mujer,FRIDA,MADRIGAL,ALEGRIA,10/01/2020,,ESTUDIANTE,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,FRIMADALE20200110M01,66,FRIMADALE20200110M01
1,17,17,Titular,Fisica,Titular,,38,Mujer,GABRIELA,HODGES,NATAL,10/01/1986,,ABOGADO,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,GABHODNAT19860110M01,67,GABHODNAT19860110M01
1,17,17,,Fisica,Dependiente,,38,Hombre,ENRIQUE,MAEZ,NUNES,10/01/1986,,ABOGADO,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,ENRMAENUN19860110H01,68,ENRMAENUN19860110H01
1,17,17,,Fisica,Hijo(a),,19,Hombre,ERNESTO,PIZANO,JOSEPH,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,ERNPIZJOS20050110H01,69,ERNPIZJOS20050110H01
1,17,17,,Fisica,Hijo(a),,15,Hombre,ESTEBAN,COTTO,LYNCH,10/01/2009,,ESTUDIANTE,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,ESTCOTLYN20090110H01,70,ESTCOTLYN20090110H01
1,17,17,,Fisica,Hijo(a),,11,Hombre,EUGENIO,VIERA,TOMAS,10/01/2013,,ESTUDIANTE,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,EUGVIETOM20130110H01,71,EUGVIETOM20130110H01
1,17,17,,Fisica,Hijo(a),,7,Hombre,FABIO,MOJICA,CHAPMAN,10/01/2017,,ESTUDIANTE,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,FABMOJCHA20170110H01,72,FABMOJCHA20170110H01
1,17,17,,Fisica,Hijo(a),,3,Hombre,FEDERICO,ESPINOSA,DEHERRERA,10/01/2021,,ESTUDIANTE,OTROS,OTROS,Soltero/a,44009,PEDREGAL DE SAN ANGEL,N,JAL,Jalisco,PLENO,FEDESPDEH20210110H01,73,FEDESPDEH20210110H01
1,18,18,Titular,Fisica,Titular,,39,Mujer,GLORIA,ALCARAZ,JAUREGUI,10/01/1985,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,PLENO,GLOALCJAU19850110M01,74,GLOALCJAU19850110M01
1,18,18,,Fisica,Dependiente,,39,Hombre,FELIPE,ALCAZAR,AGUAYO,10/01/1985,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,PLENO,FELALCAGU19850110H01,75,FELALCAGU19850110H01
1,19,19,Titular,Fisica,Titular,,40,Mujer,GRACIA,ANDINO,BRITO,10/01/1984,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,GRAANDBRI19840110M01,76,GRAANDBRI19840110M01
1,19,19,,Fisica,Dependiente,,40,Hombre,FELIX,ANDRADE,SANTOS,10/01/1984,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,FELANDSAN19840110H01,77,FELANDSAN19840110H01
1,20,20,Titular,Fisica,Titular,,41,Mujer,INES,ARZOLA,ULLOA,10/01/1983,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,PLENO,INEARZULL19830110M01,78,INEARZULL19830110M01
1,20,20,,Fisica,Dependiente,,41,Hombre,FERNANDO,ASCENCIO,PALMA,10/01/1983,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,PLENO,FERASCPAL19830110H01,79,FERASCPAL19830110H01
1,21,21,Titular,Fisica,Titular,,42,Mujer,ISABEL,BATISTA,GOVEA,10/01/1982,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,ISABATGOV19820110M01,80,ISABATGOV19820110M01
1,21,21,,Fisica,Dependiente,,42,Hombre,FRANCISCO,BATRES,PALOMARES,10/01/1982,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,FRABATPAL19820110H01,81,FRABATPAL19820110H01
1,22,22,Titular,Fisica,Titular,Preferente,43,Mujer,JAVIERA,BORUNDA,CERVANTEZ,10/01/1981,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,JAVBORCER19810110M01,82,JAVBORCER19810110M01
1,22,22,,Fisica,Dependiente,Preferente,43,Hombre,GERARDO,BOSQUEZ,DUQUE,10/01/1981,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,GERBOSDUQ19810110H01,83,GERBOSDUQ19810110H01
1,22,22,,Fisica,Hijo(a),,20,Hombre,GILBERTO,CORIA,DIAS,10/01/2004,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,GILCORDIA20040110H01,84,GILCORDIA20040110H01
1,22,22,,Fisica,Hijo(a),,16,Hombre,GREGORIO,YEPEZ,BENNETT,10/01/2008,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,GREYEPBEN20080110H01,85,GREYEPBEN20080110H01
1,22,22,,Fisica,Hijo(a),,12,Hombre,GUILLERMO,MONTELONGO,LANDA,10/01/2012,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,GUIMONLAN20011012H01,86,GUIMONLAN20120110H01
1,22,22,,Fisica,Hijo(a),,8,Hombre,HERALDO,MOTA,OBREGON,10/01/2016,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,HERMOTOBR20160110H01,87,HERMOTOBR20160110H01
1,22,22,,Fisica,Hijo(a),,4,Hombre,HERNALDO,CARRANZA,ANTONIO,10/01/2020,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,PLENO,HERCARANT20200110H01,88,HERCARANT20200110H01
1,23,23,Titular,Fisica,Titular,,44,Mujer,JUANA,CACERES,ARRIAGA,10/01/1980,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,JUACACARR19800110M01,89,JUACACARR19800110M01
1,23,23,,Fisica,Dependiente,,44,Hombre,HORACIO,CADENA,CARDENAS,10/01/1980,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,HORCADCAR19800110H01,90,HORCADCAR19800110H01
1,24,24,Titular,Fisica,Titular,,45,Mujer,JUANITA,CARDONA,BARRIGA,10/01/1979,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,JUACARBAR19790110M01,91,JUACARBAR19790110M01
1,24,24,,Fisica,Dependiente,,45,Hombre,HUGO,CARDOSO,SALVADOR,10/01/1979,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,PLENO,HUGCARSAL19790110H01,92,HUGCARSAL19790110H01
1,25,25,Titular,Fisica,Titular,Preferente,47,Mujer,JULIA,CORTINA,APONTE,10/01/1977,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,JULCORAPO19770110M01,93,JULCORAPO19770110M01
1,25,25,,Fisica,Dependiente,Preferente,47,Hombre,HUMBERTO,CORTINAS,CALDERON,10/01/1977,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,HUMCORCAL19770110H01,94,HUMCORCAL19770110H01
1,26,26,Titular,Fisica,Titular,,48,Mujer,JULIANA,DELAMORA,RODRIGUES,10/01/1976,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,JULDELROD19760110M01,95,JULDELROD19760110M01
1,26,26,,Fisica,Dependiente,,48,Hombre,IGNACIO,DELANGEL,GUERRA,10/01/1976,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,IGNDELGUE19760110H01,96,IGNDELGUE19760110H01
1,26,26,,Fisica,Dependiente,,34,Hombre,JAIME,WALSH,MALDONADO,10/01/1990,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,JAIWALMAL19900110H01,97,JAIWALMAL19900110H01
1,26,26,,Fisica,Dependiente,,26,Mujer,KATIA,HAWKINS,ROMERO,10/01/1998,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,PLENO,KATHAWROM19980110M01,98,KATHAWROM19980110M01
